time[s] cpu.0.freq[Mhz] cpu.0.recload cpu.0.load cpu.1.freq[Mhz] cpu.1.recload cpu.1.load cpu.2.freq[Mhz] cpu.2.recload cpu.2.load cpu.3.freq[Mhz] cpu.3.recload cpu.3.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
3.225 2401 0.326 0.302 2401 0.276 0.240 2401 0.333 0.309 2401 0.320 0.281 2401 1.255 0.333 1.133 0.333
3.250 2401 0.326 0.302 2401 0.276 0.240 2401 0.333 0.309 2401 0.332 0.290 2401 1.268 0.333 1.141 0.333
3.275 2401 0.326 0.302 2401 0.276 0.240 2401 0.329 0.306 2401 0.345 0.299 2401 1.276 0.345 1.147 0.345
3.300 2401 0.326 0.302 2401 0.276 0.240 2401 0.329 0.306 2401 0.357 0.308 2401 1.289 0.357 1.156 0.357
3.325 2401 0.326 0.302 2401 0.276 0.240 2401 0.329 0.306 2401 0.370 0.317 2401 1.301 0.370 1.165 0.370
3.350 2401 0.335 0.308 2401 0.278 0.242 2401 0.328 0.306 2401 0.367 0.315 2401 1.309 0.367 1.170 0.367
3.375 2401 0.335 0.308 2401 0.276 0.240 2401 0.328 0.306 2401 0.379 0.324 2401 1.319 0.379 1.178 0.379
3.400 2401 0.335 0.308 2401 0.280 0.243 2401 0.328 0.306 2401 0.392 0.332 2401 1.336 0.392 1.190 0.392
3.425 2401 0.335 0.308 2401 0.272 0.237 2401 0.320 0.300 2401 0.396 0.335 2401 1.323 0.396 1.181 0.396
3.450 2200 0.344 0.314 2200 0.280 0.243 2200 0.328 0.305 2200 0.396 0.335 2200 1.348 0.396 1.197 0.396
3.475 2200 0.348 0.317 2200 0.293 0.252 2200 0.341 0.314 2200 0.396 0.334 2200 1.377 0.396 1.217 0.396
3.500 2200 0.357 0.323 2200 0.294 0.253 2200 0.345 0.317 2200 0.388 0.327 2200 1.384 0.388 1.220 0.388
3.525 2200 0.353 0.320 2200 0.306 0.261 2200 0.349 0.320 2200 0.375 0.317 2200 1.384 0.375 1.219 0.375
3.550 2200 0.357 0.323 2200 0.306 0.261 2200 0.357 0.326 2200 0.371 0.314 2200 1.392 0.371 1.223 0.371
3.575 2200 0.357 0.323 2200 0.302 0.257 2200 0.362 0.329 2200 0.371 0.313 2200 1.392 0.371 1.221 0.371
